CODE,PRODUCT_NAME,PRODUCT_GROUP,TYPE_LABEL,MAIN_CODE,PERIOD_LABEL,PERIOD_VALUE,PERIOD_KIND,PAY_TERM,ENTRY_AGE_M,ENTRY_AGE_F,CLASS_TAG,SRC_FILE
82791,(무)암납입면제5.10.5특약,선택특약,최초계약,,90세만기,90,S,10년납,만15세 ~ 75세,만15세 ~ 75세,A_OPTION,UW21828
82791,(무)암납입면제5.10.5특약,선택특약,최초계약,,90세만기,90,S,15년납,만15세 ~ 70세,만15세 ~ 70세,A_OPTION,UW21828
82791,(무)암납입면제5.10.5특약,선택특약,최초계약,,90세만기,90,S,20년납,만15세 ~ 70세,만15세 ~ 70세,A_OPTION,UW21828
82791,(무)암납입면제5.10.5특약,선택특약,최초계약,,90세만기,90,S,30년납,만15세 ~ 60세,만15세 ~ 60세,A_OPTION,UW21828
82791,(무)암납입면제5.10.5특약,선택특약,최초계약,,종신,999,E,10년납,만15세 ~ 80세,만15세 ~ 80세,A_OPTION,UW21828
82791,(무)암납입면제5.10.5특약,선택특약,최초계약,,종신,999,E,15년납,만15세 ~ 70세,만15세 ~ 70세,A_OPTION,UW21828
82791,(무)암납입면제5.10.5특약,선택특약,최초계약,,종신,999,E,20년납,만15세 ~ 70세,만15세 ~ 70세,A_OPTION,UW21828
82791,(무)암납입면제5.10.5특약,선택특약,최초계약,,종신,999,E,30년납,만15세 ~ 70세,만15세 ~ 70세,A_OPTION,UW21828
82792,(무)3대질병납입면제5.10.5특약,선택특약,최초계약,,90세만기,90,S,10년납,만15세 ~ 75세,만15세 ~ 75세,A_OPTION,UW21828
82792,(무)3대질병납입면제5.10.5특약,선택특약,최초계약,,90세만기,90,S,15년납,만15세 ~ 70세,만15세 ~ 70세,A_OPTION,UW21828
82792,(무)3대질병납입면제5.10.5특약,선택특약,최초계약,,90세만기,90,S,20년납,만15세 ~ 70세,만15세 ~ 70세,A_OPTION,UW21828
82792,(무)3대질병납입면제5.10.5특약,선택특약,최초계약,,90세만기,90,S,30년납,만15세 ~ 60세,만15세 ~ 60세,A_OPTION,UW21828
82792,(무)3대질병납입면제5.10.5특약,선택특약,최초계약,,종신,999,E,10년납,만15세 ~ 80세,만15세 ~ 80세,A_OPTION,UW21828
82792,(무)3대질병납입면제5.10.5특약,선택특약,최초계약,,종신,999,E,15년납,만15세 ~ 70세,만15세 ~ 70세,A_OPTION,UW21828
82792,(무)3대질병납입면제5.10.5특약,선택특약,최초계약,,종신,999,E,20년납,만15세 ~ 70세,만15세 ~ 70세,A_OPTION,UW21828
82792,(무)3대질병납입면제5.10.5특약,선택특약,최초계약,,종신,999,E,30년납,만15세 ~ 70세,만15세 ~ 70세,A_OPTION,UW21828
82793,(무)18대보장납입면제5.10.5특약,선택특약,최초계약,,90세만기,90,S,10년납,만15세 ~ 75세,만15세 ~ 75세,A_OPTION,UW21828
82793,(무)18대보장납입면제5.10.5특약,선택특약,최초계약,,90세만기,90,S,15년납,만15세 ~ 70세,만15세 ~ 70세,A_OPTION,UW21828
82793,(무)18대보장납입면제5.10.5특약,선택특약,최초계약,,90세만기,90,S,20년납,만15세 ~ 70세,만15세 ~ 70세,A_OPTION,UW21828
82793,(무)18대보장납입면제5.10.5특약,선택특약,최초계약,,90세만기,90,S,30년납,만15세 ~ 60세,만15세 ~ 60세,A_OPTION,UW21828
82793,(무)18대보장납입면제5.10.5특약,선택특약,최초계약,,종신,999,E,10년납,만15세 ~ 80세,만15세 ~ 80세,A_OPTION,UW21828
82793,(무)18대보장납입면제5.10.5특약,선택특약,최초계약,,종신,999,E,15년납,만15세 ~ 70세,만15세 ~ 70세,A_OPTION,UW21828
82793,(무)18대보장납입면제5.10.5특약,선택특약,최초계약,,종신,999,E,20년납,만15세 ~ 70세,만15세 ~ 70세,A_OPTION,UW21828
82793,(무)18대보장납입면제5.10.5특약,선택특약,최초계약,,종신,999,E,30년납,만15세 ~ 70세,만15세 ~ 70세,A_OPTION,UW21828
82633,(무)재해사망5.10.5특약,선택특약,최초계약,,90세만기,90,S,10년납,만15세 ~ 75세,만15세 ~ 75세,A_OPTION,UW21828
82633,(무)재해사망5.10.5특약,선택특약,최초계약,,90세만기,90,S,15년납,만15세 ~ 70세,만15세 ~ 70세,A_OPTION,UW21828
82633,(무)재해사망5.10.5특약,선택특약,최초계약,,90세만기,90,S,20년납,만15세 ~ 70세,만15세 ~ 70세,A_OPTION,UW21828
82633,(무)재해사망5.10.5특약,선택특약,최초계약,,90세만기,90,S,30년납,만15세 ~ 60세,만15세 ~ 60세,A_OPTION,UW21828
82633,(무)재해사망5.10.5특약,선택특약,최초계약,,종신,999,E,10년납,만15세 ~ 80세,만15세 ~ 80세,A_OPTION,UW21828
82633,(무)재해사망5.10.5특약,선택특약,최초계약,,종신,999,E,15년납,만15세 ~ 70세,만15세 ~ 70세,A_OPTION,UW21828
82633,(무)재해사망5.10.5특약,선택특약,최초계약,,종신,999,E,20년납,만15세 ~ 70세,만15세 ~ 70세,A_OPTION,UW21828
82633,(무)재해사망5.10.5특약,선택특약,최초계약,,종신,999,E,30년납,만15세 ~ 70세,만15세 ~ 70세,A_OPTION,UW21828
82710,(무)1~5종재해수술5.10.5특약,선택특약,최초계약,,90세만기,90,S,10년납,만15세 ~ 75세,만15세 ~ 75세,A_OPTION,UW21828
82710,(무)1~5종재해수술5.10.5특약,선택특약,최초계약,,90세만기,90,S,15년납,만15세 ~ 70세,만15세 ~ 70세,A_OPTION,UW21828
82710,(무)1~5종재해수술5.10.5특약,선택특약,최초계약,,90세만기,90,S,20년납,만15세 ~ 70세,만15세 ~ 70세,A_OPTION,UW21828
82710,(무)1~5종재해수술5.10.5특약,선택특약,최초계약,,90세만기,90,S,30년납,만15세 ~ 60세,만15세 ~ 60세,A_OPTION,UW21828
82710,(무)1~5종재해수술5.10.5특약,선택특약,최초계약,,종신,999,E,10년납,만15세 ~ 80세,만15세 ~ 80세,A_OPTION,UW21828
82710,(무)1~5종재해수술5.10.5특약,선택특약,최초계약,,종신,999,E,15년납,만15세 ~ 70세,만15세 ~ 70세,A_OPTION,UW21828
82710,(무)1~5종재해수술5.10.5특약,선택특약,최초계약,,종신,999,E,20년납,만15세 ~ 70세,만15세 ~ 70세,A_OPTION,UW21828
82710,(무)1~5종재해수술5.10.5특약,선택특약,최초계약,,종신,999,E,30년납,만15세 ~ 70세,만15세 ~ 70세,A_OPTION,UW21828
82721,(무)재해수술보장5.10.5특약,선택특약,최초계약,,90세만기,90,S,10년납,만15세 ~ 75세,만15세 ~ 75세,A_OPTION,UW21828
82721,(무)재해수술보장5.10.5특약,선택특약,최초계약,,90세만기,90,S,15년납,만15세 ~ 70세,만15세 ~ 70세,A_OPTION,UW21828
82721,(무)재해수술보장5.10.5특약,선택특약,최초계약,,90세만기,90,S,20년납,만15세 ~ 70세,만15세 ~ 70세,A_OPTION,UW21828
82721,(무)재해수술보장5.10.5특약,선택특약,최초계약,,90세만기,90,S,30년납,만15세 ~ 60세,만15세 ~ 60세,A_OPTION,UW21828
82721,(무)재해수술보장5.10.5특약,선택특약,최초계약,,종신,999,E,10년납,만15세 ~ 80세,만15세 ~ 80세,A_OPTION,UW21828
82721,(무)재해수술보장5.10.5특약,선택특약,최초계약,,종신,999,E,15년납,만15세 ~ 70세,만15세 ~ 70세,A_OPTION,UW21828
82721,(무)재해수술보장5.10.5특약,선택특약,최초계약,,종신,999,E,20년납,만15세 ~ 70세,만15세 ~ 70세,A_OPTION,UW21828
82721,(무)재해수술보장5.10.5특약,선택특약,최초계약,,종신,999,E,30년납,만15세 ~ 70세,만15세 ~ 70세,A_OPTION,UW21828
82742,(무)당뇨병진단5.10.5특약,선택특약,최초계약,,90세만기,90,S,10년납,만15세 ~ 75세,만15세 ~ 75세,A_OPTION,UW21828
82742,(무)당뇨병진단5.10.5특약,선택특약,최초계약,,90세만기,90,S,15년납,만15세 ~ 70세,만15세 ~ 70세,A_OPTION,UW21828
82742,(무)당뇨병진단5.10.5특약,선택특약,최초계약,,90세만기,90,S,20년납,만15세 ~ 70세,만15세 ~ 70세,A_OPTION,UW21828
