CODE,PRODUCT_NAME,PRODUCT_GROUP,TYPE_LABEL,MAIN_CODE,PERIOD_LABEL,PERIOD_VALUE,PERIOD_KIND,PAY_TERM,ENTRY_AGE_M,ENTRY_AGE_F,CLASS_TAG,SRC_FILE
21949,(무)흥국생명 49재하늘소풍제례종신보험(해약환급금 미지급형V2) 1형(실속형),주계약,최초계약,21949,종신,999,E,5년납,만15세 ~ 80세,만15세 ~ 80세,MAIN,UW21621
21949,(무)흥국생명 49재하늘소풍제례종신보험(해약환급금 미지급형V2) 1형(실속형),주계약,최초계약,21949,종신,999,E,10년납,만15세 ~ 70세,만15세 ~ 70세,MAIN,UW21621
21949,(무)흥국생명 49재하늘소풍제례종신보험(해약환급금 미지급형V2) 1형(실속형),주계약,최초계약,21949,종신,999,E,20년납,만15세 ~ 70세,만15세 ~ 70세,MAIN,UW21621
21950,(무)흥국생명 49재하늘소풍제례종신보험 1형(실속형),주계약,최초계약,21950,종신,999,E,일시납,만15세 ~ 70세,만15세 ~ 70세,MAIN,UW21621
21950,(무)흥국생명 49재하늘소풍제례종신보험 1형(실속형),주계약,최초계약,21950,종신,999,E,5년납,만15세 ~ 70세,만15세 ~ 70세,MAIN,UW21621
21950,(무)흥국생명 49재하늘소풍제례종신보험 1형(실속형),주계약,최초계약,21950,종신,999,E,10년납,만15세 ~ 70세,만15세 ~ 70세,MAIN,UW21621
21950,(무)흥국생명 49재하늘소풍제례종신보험 1형(실속형),주계약,최초계약,21950,종신,999,E,20년납,만15세 ~ 70세,만15세 ~ 70세,MAIN,UW21621
21951,(무)흥국생명 49재하늘소풍제례종신보험(해약환급금 미지급형V2) 2형(기본형),주계약,최초계약,21951,종신,999,E,5년납,만15세 ~ 80세,만15세 ~ 80세,MAIN,UW21621
21951,(무)흥국생명 49재하늘소풍제례종신보험(해약환급금 미지급형V2) 2형(기본형),주계약,최초계약,21951,종신,999,E,10년납,만15세 ~ 70세,만15세 ~ 70세,MAIN,UW21621
21951,(무)흥국생명 49재하늘소풍제례종신보험(해약환급금 미지급형V2) 2형(기본형),주계약,최초계약,21951,종신,999,E,20년납,만15세 ~ 70세,만15세 ~ 70세,MAIN,UW21621
21952,(무)흥국생명 49재하늘소풍제례종신보험 2형(기본형),주계약,최초계약,21952,종신,999,E,일시납,만15세 ~ 70세,만15세 ~ 70세,MAIN,UW21621
21952,(무)흥국생명 49재하늘소풍제례종신보험 2형(기본형),주계약,최초계약,21952,종신,999,E,5년납,만15세 ~ 70세,만15세 ~ 70세,MAIN,UW21621
21952,(무)흥국생명 49재하늘소풍제례종신보험 2형(기본형),주계약,최초계약,21952,종신,999,E,10년납,만15세 ~ 70세,만15세 ~ 70세,MAIN,UW21621
21952,(무)흥국생명 49재하늘소풍제례종신보험 2형(기본형),주계약,최초계약,21952,종신,999,E,20년납,만15세 ~ 70세,만15세 ~ 70세,MAIN,UW21621
21953,(무)흥국생명 49재하늘소풍제례종신보험(해약환급금 미지급형V2) 3형(프리미엄형),주계약,최초계약,21953,종신,999,E,5년납,만15세 ~ 80세,만15세 ~ 80세,MAIN,UW21621
21953,(무)흥국생명 49재하늘소풍제례종신보험(해약환급금 미지급형V2) 3형(프리미엄형),주계약,최초계약,21953,종신,999,E,10년납,만15세 ~ 70세,만15세 ~ 70세,MAIN,UW21621
21953,(무)흥국생명 49재하늘소풍제례종신보험(해약환급금 미지급형V2) 3형(프리미엄형),주계약,최초계약,21953,종신,999,E,20년납,만15세 ~ 70세,만15세 ~ 70세,MAIN,UW21621
21954,(무)흥국생명 49재하늘소풍제례종신보험 3형(프리미엄형),주계약,최초계약,21954,종신,999,E,일시납,만15세 ~ 70세,만15세 ~ 70세,MAIN,UW21621
21954,(무)흥국생명 49재하늘소풍제례종신보험 3형(프리미엄형),주계약,최초계약,21954,종신,999,E,5년납,만15세 ~ 70세,만15세 ~ 70세,MAIN,UW21621
21954,(무)흥국생명 49재하늘소풍제례종신보험 3형(프리미엄형),주계약,최초계약,21954,종신,999,E,10년납,만15세 ~ 70세,만15세 ~ 70세,MAIN,UW21621
21954,(무)흥국생명 49재하늘소풍제례종신보험 3형(프리미엄형),주계약,최초계약,21954,종신,999,E,20년납,만15세 ~ 70세,만15세 ~ 70세,MAIN,UW21621
21955,(무)흥국생명 49재하늘소풍제례종신보험(해약환급금 미지급형V2) 4형(간편형),주계약,최초계약,21955,종신,999,E,5년납,만15세 ~ 80세,만15세 ~ 80세,MAIN,UW21621
21955,(무)흥국생명 49재하늘소풍제례종신보험(해약환급금 미지급형V2) 4형(간편형),주계약,최초계약,21955,종신,999,E,10년납,만15세 ~ 70세,만15세 ~ 70세,MAIN,UW21621
21955,(무)흥국생명 49재하늘소풍제례종신보험(해약환급금 미지급형V2) 4형(간편형),주계약,최초계약,21955,종신,999,E,20년납,만15세 ~ 70세,만15세 ~ 70세,MAIN,UW21621
21956,(무)흥국생명 49재하늘소풍제례종신보험 4형(간편형),주계약,최초계약,21956,종신,999,E,일시납,만15세 ~ 70세,만15세 ~ 70세,MAIN,UW21621
21956,(무)흥국생명 49재하늘소풍제례종신보험 4형(간편형),주계약,최초계약,21956,종신,999,E,5년납,만15세 ~ 70세,만15세 ~ 70세,MAIN,UW21621
21956,(무)흥국생명 49재하늘소풍제례종신보험 4형(간편형),주계약,최초계약,21956,종신,999,E,10년납,만15세 ~ 70세,만15세 ~ 70세,MAIN,UW21621
21956,(무)흥국생명 49재하늘소풍제례종신보험 4형(간편형),주계약,최초계약,21956,종신,999,E,20년납,만15세 ~ 70세,만15세 ~ 70세,MAIN,UW21621
