CODE,PRODUCT_NAME,PRODUCT_GROUP,TYPE_LABEL,MAIN_CODE,PERIOD_LABEL,PERIOD_VALUE,PERIOD_KIND,PAY_TERM,ENTRY_AGE_M,ENTRY_AGE_F,CLASS_TAG,SRC_FILE
21929,(무)흥국생명 언제나안심암보험2509(해약환급금 미지급형V2),주계약,최초계약,21929,90세만기,90,S,월납(10년납),만15세 ~ 70세,만15세 ~ 70세,MAIN,UW21929
21929,(무)흥국생명 언제나안심암보험2509(해약환급금 미지급형V2),주계약,최초계약,21929,90세만기,90,S,월납(15년납),만15세 ~ 70세,만15세 ~ 70세,MAIN,UW21929
21929,(무)흥국생명 언제나안심암보험2509(해약환급금 미지급형V2),주계약,최초계약,21929,90세만기,90,S,월납(20년납),만15세 ~ 70세,만15세 ~ 70세,MAIN,UW21929
21929,(무)흥국생명 언제나안심암보험2509(해약환급금 미지급형V2),주계약,최초계약,21929,100세만기,100,S,월납(10년납),만15세 ~ 70세,만15세 ~ 70세,MAIN,UW21929
21929,(무)흥국생명 언제나안심암보험2509(해약환급금 미지급형V2),주계약,최초계약,21929,100세만기,100,S,월납(15년납),만15세 ~ 70세,만15세 ~ 70세,MAIN,UW21929
21929,(무)흥국생명 언제나안심암보험2509(해약환급금 미지급형V2),주계약,최초계약,21929,100세만기,100,S,월납(20년납),만15세 ~ 70세,만15세 ~ 70세,MAIN,UW21929
21929,(무)흥국생명 언제나안심암보험2509(해약환급금 미지급형V2),주계약,최초계약,21929,110세만기,110,S,월납(10년납),만15세 ~ 70세,만15세 ~ 70세,MAIN,UW21929
21929,(무)흥국생명 언제나안심암보험2509(해약환급금 미지급형V2),주계약,최초계약,21929,110세만기,110,S,월납(15년납),만15세 ~ 70세,만15세 ~ 70세,MAIN,UW21929
21929,(무)흥국생명 언제나안심암보험2509(해약환급금 미지급형V2),주계약,최초계약,21929,110세만기,110,S,월납(20년납),만15세 ~ 70세,만15세 ~ 70세,MAIN,UW21929
21931,(무)흥국생명 언제나안심암보험2509,주계약,최초계약,21931,90세만기,90,S,월납(10년납),만15세 ~ 70세,만15세 ~ 70세,MAIN,UW21929
