CODE,PRODUCT_NAME,PRODUCT_GROUP,TYPE_LABEL,MAIN_CODE,PERIOD_LABEL,PERIOD_VALUE,PERIOD_KIND,PAY_TERM,ENTRY_AGE_M,ENTRY_AGE_F,CLASS_TAG,SRC_FILE
21781,(무)흥국생명 다사랑325간편건강보험(갱신형),주계약,최초계약,21781,10년만기(갱신형),10,R,전기납,만15세 ~ 80세,만15세 ~ 80세,MAIN,UW21385
21783,(무)흥국생명 다사랑325간편건강보험(갱신형),주계약,최초계약,21783,10년만기(갱신형),10,R,전기납,만15세 ~ 80세,만15세 ~ 80세,MAIN,UW21385
81477,(무)간편한(325)보험료납입지원(2대질병)특약S(갱신형),선택특약,최초계약,21781,10년만기(갱신형),10,R,전기납,만15세 ~ 80세,만15세 ~ 80세,A_OPTION,UW21385
80157,(무)간편한(325)재해사망특약S(갱신형),선택특약,최초계약,21781,10년만기(갱신형),10,R,전기납,만15세 ~ 80세,만15세 ~ 80세,A_OPTION,UW21385
80159,(무)간편한(325)재해사망특약S(갱신형),선택특약,최초계약,21783,10년만기(갱신형),10,R,전기납,만15세 ~ 80세,만15세 ~ 80세,A_OPTION,UW21385
80161,(무)간편한(325)질병후유장해보장특약S(갱신형),선택특약,최초계약,21781,10년만기(갱신형),10,R,전기납,만15세 ~ 80세,만15세 ~ 80세,A_OPTION,UW21385
80163,(무)간편한(325)질병후유장해보장특약S(갱신형),선택특약,최초계약,21783,10년만기(갱신형),10,R,전기납,만15세 ~ 80세,만15세 ~ 80세,A_OPTION,UW21385
80169,(무)간편한(325)소액암보장특약S(갱신형),선택특약,최초계약,21781,10년만기(갱신형),10,R,전기납,만15세 ~ 80세,만15세 ~ 80세,A_OPTION,UW21385
80171,(무)간편한(325)소액암보장특약S(갱신형),선택특약,최초계약,21783,10년만기(갱신형),10,R,전기납,만15세 ~ 80세,만15세 ~ 80세,A_OPTION,UW21385
81829,"(무)간편한(325)매년계속받는암진단특약S(갱신형,20년)",선택특약,최초계약,21781,10년만기(갱신형),10,R,전기납,만15세 ~ 80세,만15세 ~ 80세,A_OPTION,UW21385
81830,"(무)간편한(325)매년계속받는암진단특약S(갱신형,20년)",선택특약,최초계약,21783,10년만기(갱신형),10,R,전기납,만15세 ~ 80세,만15세 ~ 80세,A_OPTION,UW21385
80233,(무)간편한(325)전이암진단특약S(갱신형),선택특약,최초계약,21781,10년만기(갱신형),10,R,전기납,만15세 ~ 80세,만15세 ~ 80세,A_OPTION,UW21385
80235,(무)간편한(325)전이암진단특약S(갱신형),선택특약,최초계약,21783,10년만기(갱신형),10,R,전기납,만15세 ~ 80세,만15세 ~ 80세,A_OPTION,UW21385
80177,(무)간편한(325)암수술(일반암)특약S(갱신형),선택특약,최초계약,21781,10년만기(갱신형),10,R,전기납,만15세 ~ 80세,만15세 ~ 80세,A_OPTION,UW21385
80179,(무)간편한(325)암수술(일반암)특약S(갱신형),선택특약,최초계약,21783,10년만기(갱신형),10,R,전기납,만15세 ~ 80세,만15세 ~ 80세,A_OPTION,UW21385
80185,(무)간편한(325)암직접치료통원특약S(갱신형),선택특약,최초계약,21781,10년만기(갱신형),10,R,전기납,만15세 ~ 80세,만15세 ~ 80세,A_OPTION,UW21385
80187,(무)간편한(325)암직접치료통원특약S(갱신형),선택특약,최초계약,21783,10년만기(갱신형),10,R,전기납,만15세 ~ 80세,만15세 ~ 80세,A_OPTION,UW21385
81483,(무)간편한(325)통합항암약물방사선치료(전이암포,선택특약,최초계약,21781,10년만기(갱신형),10,R,전기납,만15세 ~ 80세,만15세 ~ 80세,A_OPTION,UW21385
81485,(무)간편한(325)통합항암약물방사선치료(전이암포,선택특약,최초계약,21783,10년만기(갱신형),10,R,전기납,만15세 ~ 80세,만15세 ~ 80세,A_OPTION,UW21385
81487,(무)간편한(325)통합항암약물방사선치료(전이암포,선택특약,최초계약,21781,10년만기(갱신형),10,R,전기납,만15세 ~ 80세,만15세 ~ 80세,A_OPTION,UW21385
81489,(무)간편한(325)통합항암약물방사선치료(전이암포,선택특약,최초계약,21783,10년만기(갱신형),10,R,전기납,만15세 ~ 80세,만15세 ~ 80세,A_OPTION,UW21385
81491,(무)간편한(325)통합항암약물방사선치료(전이암포,선택특약,최초계약,21781,10년만기(갱신형),10,R,전기납,만15세 ~ 80세,만15세 ~ 80세,A_OPTION,UW21385
81493,(무)간편한(325)통합항암약물방사선치료(전이암포,선택특약,최초계약,21783,10년만기(갱신형),10,R,전기납,만15세 ~ 80세,만15세 ~ 80세,A_OPTION,UW21385
81495,"(무)간편한 함,4종)특약S(갱신형)",선택특약,최초계약,21781,10년만기(갱신형),10,R,전기납,만15세 ~ 80세,만15세 ~ 80세,A_OPTION,UW21385
81497,"(무)간편한 함,4종)특약S(갱신형)",선택특약,최초계약,21783,10년만기(갱신형),10,R,전기납,만15세 ~ 80세,만15세 ~ 80세,A_OPTION,UW21385
81499,방사선치료 (무)간편한(325)통합항암약물방사선치료(전이암포,선택특약,최초계약,21781,10년만기(갱신형),10,R,전기납,만15세 ~ 80세,만15세 ~ 80세,A_OPTION,UW21385
81501,방사선치료 (무)간편한(325)통합항암약물방사선치료(전이암포,선택특약,최초계약,21783,10년만기(갱신형),10,R,전기납,만15세 ~ 80세,만15세 ~ 80세,A_OPTION,UW21385
81503,특약 (무)간편한(325)통합항암약물방사선치료(전이암포,선택특약,최초계약,21781,10년만기(갱신형),10,R,전기납,만15세 ~ 80세,만15세 ~ 80세,A_OPTION,UW21385
81505,특약 (무)간편한(325)통합항암약물방사선치료(전이암포,선택특약,최초계약,21783,10년만기(갱신형),10,R,전기납,만15세 ~ 80세,만15세 ~ 80세,A_OPTION,UW21385
81507,(무)간편한(325)통합항암약물방사선치료(전이암포,선택특약,최초계약,21781,10년만기(갱신형),10,R,전기납,만15세 ~ 80세,만15세 ~ 80세,A_OPTION,UW21385
81509,(무)간편한(325)통합항암약물방사선치료(전이암포,선택특약,최초계약,21783,10년만기(갱신형),10,R,전기납,만15세 ~ 80세,만15세 ~ 80세,A_OPTION,UW21385
81511,(무)간편한(325)통합항암약물방사선치료(전이암포,선택특약,최초계약,21781,10년만기(갱신형),10,R,전기납,만15세 ~ 80세,만15세 ~ 80세,A_OPTION,UW21385
81513,(무)간편한(325)통합항암약물방사선치료(전이암포,선택특약,최초계약,21783,10년만기(갱신형),10,R,전기납,만15세 ~ 80세,만15세 ~ 80세,A_OPTION,UW21385
81515,(무)간편한(325)통합항암약물방사선치료(전이암포,선택특약,최초계약,21781,10년만기(갱신형),10,R,전기납,만15세 ~ 80세,만15세 ~ 80세,A_OPTION,UW21385
81517,(무)간편한(325)통합항암약물방사선치료(전이암포,선택특약,최초계약,21783,10년만기(갱신형),10,R,전기납,만15세 ~ 80세,만15세 ~ 80세,A_OPTION,UW21385
80189,(무)간편한(325)항암약물치료특약S(갱신형),선택특약,최초계약,21781,10년만기(갱신형),10,R,전기납,만15세 ~ 80세,만15세 ~ 80세,A_OPTION,UW21385
80191,(무)간편한(325)항암약물치료특약S(갱신형),선택특약,최초계약,21783,10년만기(갱신형),10,R,전기납,만15세 ~ 80세,만15세 ~ 80세,A_OPTION,UW21385
81759,(무)간편한(325)항암약물방사선치료(소액암)특약S(갱신형),선택특약,최초계약,21781,10년만기(갱신형),10,R,전기납,만15세 ~ 80세,만15세 ~ 80세,A_OPTION,UW21385
