CODE,PRODUCT_NAME,PRODUCT_GROUP,TYPE_LABEL,MAIN_CODE,PERIOD_LABEL,PERIOD_VALUE,PERIOD_KIND,PAY_TERM,ENTRY_AGE_M,ENTRY_AGE_F,CLASS_TAG,SRC_FILE
21845,(무)흥국생명 다재다능1540보험,주계약,최초계약,21845,90세만기,90,S,월납(10년납),만15세 ~ 40세,만15세 ~ 40세,MAIN,UW21140
21845,(무)흥국생명 다재다능1540보험,주계약,최초계약,21845,90세만기,90,S,월납(20년납),만15세 ~ 40세,만15세 ~ 40세,MAIN,UW21140
21845,(무)흥국생명 다재다능1540보험,주계약,최초계약,21845,90세만기,90,S,월납(30년납),만15세 ~ 40세,만15세 ~ 40세,MAIN,UW21140
21845,(무)흥국생명 다재다능1540보험,주계약,최초계약,21845,종신,999,E,월납(10년납),만15세 ~ 40세,만15세 ~ 40세,MAIN,UW21140
21845,(무)흥국생명 다재다능1540보험,주계약,최초계약,21845,종신,999,E,월납(20년납),만15세 ~ 40세,만15세 ~ 40세,MAIN,UW21140
21845,(무)흥국생명 다재다능1540보험,주계약,최초계약,21845,종신,999,E,월납(30년납),만15세 ~ 40세,만15세 ~ 40세,MAIN,UW21140
21846,(무)흥국생명 다재다능1540보험,주계약,최초계약,21846,90세만기,90,S,월납(10년납),만15세 ~ 40세,만15세 ~ 40세,MAIN,UW21140
21846,(무)흥국생명 다재다능1540보험,주계약,최초계약,21846,90세만기,90,S,월납(20년납),만15세 ~ 40세,만15세 ~ 40세,MAIN,UW21140
21846,(무)흥국생명 다재다능1540보험,주계약,최초계약,21846,90세만기,90,S,월납(30년납),만15세 ~ 40세,만15세 ~ 40세,MAIN,UW21140
21846,(무)흥국생명 다재다능1540보험,주계약,최초계약,21846,종신,999,E,월납(10년납),만15세 ~ 40세,만15세 ~ 40세,MAIN,UW21140
21846,(무)흥국생명 다재다능1540보험,주계약,최초계약,21846,종신,999,E,월납(20년납),만15세 ~ 40세,만15세 ~ 40세,MAIN,UW21140
21846,(무)흥국생명 다재다능1540보험,주계약,최초계약,21846,종신,999,E,월납(30년납),만15세 ~ 40세,만15세 ~ 40세,MAIN,UW21140
78916,(무)보험료납입지원(소액암)특약Z,선택특약,최초계약,21845,90세만기,90,S,월납(10년납),만15세 ~ 40세,만15세 ~ 40세,A_OPTION,UW21140
78916,(무)보험료납입지원(소액암)특약Z,선택특약,최초계약,21845,90세만기,90,S,월납(20년납),만15세 ~ 40세,만15세 ~ 40세,A_OPTION,UW21140
78916,(무)보험료납입지원(소액암)특약Z,선택특약,최초계약,21845,90세만기,90,S,월납(30년납),만15세 ~ 40세,만15세 ~ 40세,A_OPTION,UW21140
78916,(무)보험료납입지원(소액암)특약Z,선택특약,최초계약,21845,종신,999,E,월납(10년납),만15세 ~ 40세,만15세 ~ 40세,A_OPTION,UW21140
78916,(무)보험료납입지원(소액암)특약Z,선택특약,최초계약,21845,종신,999,E,월납(20년납),만15세 ~ 40세,만15세 ~ 40세,A_OPTION,UW21140
78916,(무)보험료납입지원(소액암)특약Z,선택특약,최초계약,21845,종신,999,E,월납(30년납),만15세 ~ 40세,만15세 ~ 40세,A_OPTION,UW21140
78917,장해 및 (무)재해후유장해보장특약Z,선택특약,최초계약,21845,90세만기,90,S,월납(10년납),만15세 ~ 40세,만15세 ~ 40세,A_OPTION,UW21140
78917,장해 및 (무)재해후유장해보장특약Z,선택특약,최초계약,21845,90세만기,90,S,월납(20년납),만15세 ~ 40세,만15세 ~ 40세,A_OPTION,UW21140
78917,장해 및 (무)재해후유장해보장특약Z,선택특약,최초계약,21845,90세만기,90,S,월납(30년납),만15세 ~ 40세,만15세 ~ 40세,A_OPTION,UW21140
78917,장해 및 (무)재해후유장해보장특약Z,선택특약,최초계약,21845,종신,999,E,월납(10년납),만15세 ~ 40세,만15세 ~ 40세,A_OPTION,UW21140
78917,장해 및 (무)재해후유장해보장특약Z,선택특약,최초계약,21845,종신,999,E,월납(20년납),만15세 ~ 40세,만15세 ~ 40세,A_OPTION,UW21140
78917,장해 및 (무)재해후유장해보장특약Z,선택특약,최초계약,21845,종신,999,E,월납(30년납),만15세 ~ 40세,만15세 ~ 40세,A_OPTION,UW21140
78918,장해 및 (무)재해후유장해보장특약Z,선택특약,최초계약,21846,90세만기,90,S,월납(10년납),만15세 ~ 40세,만15세 ~ 40세,A_OPTION,UW21140
78918,장해 및 (무)재해후유장해보장특약Z,선택특약,최초계약,21846,90세만기,90,S,월납(20년납),만15세 ~ 40세,만15세 ~ 40세,A_OPTION,UW21140
78918,장해 및 (무)재해후유장해보장특약Z,선택특약,최초계약,21846,90세만기,90,S,월납(30년납),만15세 ~ 40세,만15세 ~ 40세,A_OPTION,UW21140
78918,장해 및 (무)재해후유장해보장특약Z,선택특약,최초계약,21846,종신,999,E,월납(10년납),만15세 ~ 40세,만15세 ~ 40세,A_OPTION,UW21140
78918,장해 및 (무)재해후유장해보장특약Z,선택특약,최초계약,21846,종신,999,E,월납(20년납),만15세 ~ 40세,만15세 ~ 40세,A_OPTION,UW21140
78918,장해 및 (무)재해후유장해보장특약Z,선택특약,최초계약,21846,종신,999,E,월납(30년납),만15세 ~ 40세,만15세 ~ 40세,A_OPTION,UW21140
78919,(무)질병후유장해보장특약Z,선택특약,최초계약,21845,80세만기,80,S,월납(10년납),만15세 ~ 40세,만15세 ~ 40세,A_OPTION,UW21140
78919,(무)질병후유장해보장특약Z,선택특약,최초계약,21845,80세만기,80,S,월납(20년납),만15세 ~ 40세,만15세 ~ 40세,A_OPTION,UW21140
78919,(무)질병후유장해보장특약Z,선택특약,최초계약,21845,80세만기,80,S,월납(30년납),만15세 ~ 40세,만15세 ~ 40세,A_OPTION,UW21140
78919,(무)질병후유장해보장특약Z,선택특약,최초계약,21845,90세만기,90,S,월납(10년납),만15세 ~ 40세,만15세 ~ 40세,A_OPTION,UW21140
78919,(무)질병후유장해보장특약Z,선택특약,최초계약,21845,90세만기,90,S,월납(20년납),만15세 ~ 40세,만15세 ~ 40세,A_OPTION,UW21140
78919,(무)질병후유장해보장특약Z,선택특약,최초계약,21845,90세만기,90,S,월납(30년납),만15세 ~ 40세,만15세 ~ 40세,A_OPTION,UW21140
78919,(무)질병후유장해보장특약Z,선택특약,최초계약,21845,종신,999,E,월납(10년납),만15세 ~ 40세,만15세 ~ 40세,A_OPTION,UW21140
78919,(무)질병후유장해보장특약Z,선택특약,최초계약,21845,종신,999,E,월납(20년납),만15세 ~ 40세,만15세 ~ 40세,A_OPTION,UW21140
78919,(무)질병후유장해보장특약Z,선택특약,최초계약,21845,종신,999,E,월납(30년납),만15세 ~ 40세,만15세 ~ 40세,A_OPTION,UW21140
78920,(무)질병후유장해보장특약Z,선택특약,최초계약,21846,80세만기,80,S,월납(10년납),만15세 ~ 40세,만15세 ~ 40세,A_OPTION,UW21140
78920,(무)질병후유장해보장특약Z,선택특약,최초계약,21846,80세만기,80,S,월납(20년납),만15세 ~ 40세,만15세 ~ 40세,A_OPTION,UW21140
78920,(무)질병후유장해보장특약Z,선택특약,최초계약,21846,80세만기,80,S,월납(30년납),만15세 ~ 40세,만15세 ~ 40세,A_OPTION,UW21140
78920,(무)질병후유장해보장특약Z,선택특약,최초계약,21846,90세만기,90,S,월납(10년납),만15세 ~ 40세,만15세 ~ 40세,A_OPTION,UW21140
78920,(무)질병후유장해보장특약Z,선택특약,최초계약,21846,90세만기,90,S,월납(20년납),만15세 ~ 40세,만15세 ~ 40세,A_OPTION,UW21140
78920,(무)질병후유장해보장특약Z,선택특약,최초계약,21846,90세만기,90,S,월납(30년납),만15세 ~ 40세,만15세 ~ 40세,A_OPTION,UW21140
78920,(무)질병후유장해보장특약Z,선택특약,최초계약,21846,종신,999,E,월납(10년납),만15세 ~ 40세,만15세 ~ 40세,A_OPTION,UW21140
78920,(무)질병후유장해보장특약Z,선택특약,최초계약,21846,종신,999,E,월납(20년납),만15세 ~ 40세,만15세 ~ 40세,A_OPTION,UW21140
78920,(무)질병후유장해보장특약Z,선택특약,최초계약,21846,종신,999,E,월납(30년납),만15세 ~ 40세,만15세 ~ 40세,A_OPTION,UW21140
78921,(무)암진단특약Z,선택특약,최초계약,21845,90세만기,90,S,월납(10년납),만15세 ~ 40세,만15세 ~ 40세,A_OPTION,UW21140
78921,(무)암진단특약Z,선택특약,최초계약,21845,90세만기,90,S,월납(20년납),만15세 ~ 40세,만15세 ~ 40세,A_OPTION,UW21140
78921,(무)암진단특약Z,선택특약,최초계약,21845,90세만기,90,S,월납(30년납),만15세 ~ 40세,만15세 ~ 40세,A_OPTION,UW21140
78921,(무)암진단특약Z,선택특약,최초계약,21845,종신,999,E,월납(10년납),만15세 ~ 40세,만15세 ~ 40세,A_OPTION,UW21140
78921,(무)암진단특약Z,선택특약,최초계약,21845,종신,999,E,월납(20년납),만15세 ~ 40세,만15세 ~ 40세,A_OPTION,UW21140
78921,(무)암진단특약Z,선택특약,최초계약,21845,종신,999,E,월납(30년납),만15세 ~ 40세,만15세 ~ 40세,A_OPTION,UW21140
78922,(무)암진단특약Z,선택특약,최초계약,21846,90세만기,90,S,월납(10년납),만15세 ~ 40세,만15세 ~ 40세,A_OPTION,UW21140
78922,(무)암진단특약Z,선택특약,최초계약,21846,90세만기,90,S,월납(20년납),만15세 ~ 40세,만15세 ~ 40세,A_OPTION,UW21140
78922,(무)암진단특약Z,선택특약,최초계약,21846,90세만기,90,S,월납(30년납),만15세 ~ 40세,만15세 ~ 40세,A_OPTION,UW21140
78922,(무)암진단특약Z,선택특약,최초계약,21846,종신,999,E,월납(10년납),만15세 ~ 40세,만15세 ~ 40세,A_OPTION,UW21140
78922,(무)암진단특약Z,선택특약,최초계약,21846,종신,999,E,월납(20년납),만15세 ~ 40세,만15세 ~ 40세,A_OPTION,UW21140
78922,(무)암진단특약Z,선택특약,최초계약,21846,종신,999,E,월납(30년납),만15세 ~ 40세,만15세 ~ 40세,A_OPTION,UW21140
78923,(무)소액암New보장특약Z,선택특약,최초계약,21845,90세만기,90,S,월납(10년납),만15세 ~ 40세,만15세 ~ 40세,A_OPTION,UW21140
78923,(무)소액암New보장특약Z,선택특약,최초계약,21845,90세만기,90,S,월납(20년납),만15세 ~ 40세,만15세 ~ 40세,A_OPTION,UW21140
78923,(무)소액암New보장특약Z,선택특약,최초계약,21845,90세만기,90,S,월납(30년납),만15세 ~ 40세,만15세 ~ 40세,A_OPTION,UW21140
78923,(무)소액암New보장특약Z,선택특약,최초계약,21845,종신,999,E,월납(10년납),만15세 ~ 40세,만15세 ~ 40세,A_OPTION,UW21140
78923,(무)소액암New보장특약Z,선택특약,최초계약,21845,종신,999,E,월납(20년납),만15세 ~ 40세,만15세 ~ 40세,A_OPTION,UW21140
78923,(무)소액암New보장특약Z,선택특약,최초계약,21845,종신,999,E,월납(30년납),만15세 ~ 40세,만15세 ~ 40세,A_OPTION,UW21140
78924,(무)소액암New보장특약Z,선택특약,최초계약,21846,90세만기,90,S,월납(10년납),만15세 ~ 40세,만15세 ~ 40세,A_OPTION,UW21140
78924,(무)소액암New보장특약Z,선택특약,최초계약,21846,90세만기,90,S,월납(20년납),만15세 ~ 40세,만15세 ~ 40세,A_OPTION,UW21140
78924,(무)소액암New보장특약Z,선택특약,최초계약,21846,90세만기,90,S,월납(30년납),만15세 ~ 40세,만15세 ~ 40세,A_OPTION,UW21140
78924,(무)소액암New보장특약Z,선택특약,최초계약,21846,종신,999,E,월납(10년납),만15세 ~ 40세,만15세 ~ 40세,A_OPTION,UW21140
78924,(무)소액암New보장특약Z,선택특약,최초계약,21846,종신,999,E,월납(20년납),만15세 ~ 40세,만15세 ~ 40세,A_OPTION,UW21140
78924,(무)소액암New보장특약Z,선택특약,최초계약,21846,종신,999,E,월납(30년납),만15세 ~ 40세,만15세 ~ 40세,A_OPTION,UW21140
81737,(무)매년계속받는암진단특약Z,선택특약,최초계약,21845,90세만기,90,S,월납(10년납),만15세 ~ 40세,만15세 ~ 40세,A_OPTION,UW21140
81737,(무)매년계속받는암진단특약Z,선택특약,최초계약,21845,90세만기,90,S,월납(20년납),만15세 ~ 40세,만15세 ~ 40세,A_OPTION,UW21140
