CODE,PRODUCT_NAME,PRODUCT_GROUP,TYPE_LABEL,MAIN_CODE,PERIOD_LABEL,PERIOD_VALUE,PERIOD_KIND,PAY_TERM,ENTRY_AGE_M,ENTRY_AGE_F,CLASS_TAG,SRC_FILE
21704,(무)기본형 실손의료비보험(급여 실손의료비)(갱신형) 질병급여형,주계약,최초계약,21690,1년만기(갱신형)-최초계약,1,R,일시납,0세~60세,0세~60세,A_RENEWAL,UW16932
21704,(무)기본형 실손의료비보험(급여 실손의료비)(갱신형) 질병급여형,주계약,최초계약,21690,1년만기(갱신형)-최초계약,1,R,전기납,0세~60세,0세~60세,A_RENEWAL,UW16932
21706,(무)기본형 실손의료비보험(급여 실손의료비)(갱신형) 상해급여형,주계약,최초계약,21690,1년만기(갱신형)-최초계약,1,R,일시납,0세~60세,0세~60세,A_RENEWAL,UW16932
21706,(무)기본형 실손의료비보험(급여 실손의료비)(갱신형) 상해급여형,주계약,최초계약,21690,1년만기(갱신형)-최초계약,1,R,전기납,0세~60세,0세~60세,A_RENEWAL,UW16932
79569,(무)실손의료비특약(비급여 실손의료비)(갱신형) 질병비급여형,선택특약,최초계약,21690,1년만기(갱신형)-최초계약,1,R,일시납,0세~60세,0세~60세,A_RENEWAL,UW16932
79569,(무)실손의료비특약(비급여 실손의료비)(갱신형) 질병비급여형,선택특약,최초계약,21690,1년만기(갱신형)-최초계약,1,R,전기납,0세~60세,0세~60세,A_RENEWAL,UW16932
79571,(무)실손의료비특약(비급여 실손의료비)(갱신형) 상해비급여형,선택특약,최초계약,21690,1년만기(갱신형)-최초계약,1,R,일시납,0세~60세,0세~60세,A_RENEWAL,UW16932
79571,(무)실손의료비특약(비급여 실손의료비)(갱신형) 상해비급여형,선택특약,최초계약,21690,1년만기(갱신형)-최초계약,1,R,전기납,0세~60세,0세~60세,A_RENEWAL,UW16932
79577,(무)실손의료비특약(비급여 실손의료비)(갱신형) 3대비급여형,선택특약,최초계약,21690,1년만기(갱신형)-최초계약,1,R,일시납,0세~60세,0세~60세,A_RENEWAL,UW16932
79577,(무)실손의료비특약(비급여 실손의료비)(갱신형) 3대비급여형,선택특약,최초계약,21690,1년만기(갱신형)-최초계약,1,R,전기납,0세~60세,0세~60세,A_RENEWAL,UW16932
21704,(무)기본형 실손의료비보험(급여 실손의료비)(갱신형) 질병급여형,주계약,최초계약,21692,1년만기(갱신형)-최초계약,1,R,일시납,0세~60세,0세~60세,A_RENEWAL,UW16932
21704,(무)기본형 실손의료비보험(급여 실손의료비)(갱신형) 질병급여형,주계약,최초계약,21692,1년만기(갱신형)-최초계약,1,R,전기납,0세~60세,0세~60세,A_RENEWAL,UW16932
21708,(무)기본형 실손의료비보험(급여 실손의료비)(갱신형) 상해급여형,주계약,최초계약,21692,1년만기(갱신형)-최초계약,1,R,일시납,0세~60세,0세~60세,A_RENEWAL,UW16932
21708,(무)기본형 실손의료비보험(급여 실손의료비)(갱신형) 상해급여형,주계약,최초계약,21692,1년만기(갱신형)-최초계약,1,R,전기납,0세~60세,0세~60세,A_RENEWAL,UW16932
79569,(무)실손의료비특약(비급여 실손의료비)(갱신형) 질병비급여형,선택특약,최초계약,21692,1년만기(갱신형)-최초계약,1,R,일시납,0세~60세,0세~60세,A_RENEWAL,UW16932
79569,(무)실손의료비특약(비급여 실손의료비)(갱신형) 질병비급여형,선택특약,최초계약,21692,1년만기(갱신형)-최초계약,1,R,전기납,0세~60세,0세~60세,A_RENEWAL,UW16932
79573,(무)실손의료비특약(비급여 실손의료비)(갱신형) 상해비급여형,선택특약,최초계약,21692,1년만기(갱신형)-최초계약,1,R,일시납,0세~60세,0세~60세,A_RENEWAL,UW16932
79573,(무)실손의료비특약(비급여 실손의료비)(갱신형) 상해비급여형,선택특약,최초계약,21692,1년만기(갱신형)-최초계약,1,R,전기납,0세~60세,0세~60세,A_RENEWAL,UW16932
79579,(무)실손의료비특약(비급여 실손의료비)(갱신형) 3대비급여형,선택특약,최초계약,21692,1년만기(갱신형)-최초계약,1,R,일시납,0세~60세,0세~60세,A_RENEWAL,UW16932
79579,(무)실손의료비특약(비급여 실손의료비)(갱신형) 3대비급여형,선택특약,최초계약,21692,1년만기(갱신형)-최초계약,1,R,전기납,0세~60세,0세~60세,A_RENEWAL,UW16932
21704,(무)기본형 실손의료비보험(급여 실손의료비)(갱신형) 질병급여형,주계약,최초계약,21694,1년만기(갱신형)-최초계약,1,R,일시납,0세~60세,0세~60세,A_RENEWAL,UW16932
21704,(무)기본형 실손의료비보험(급여 실손의료비)(갱신형) 질병급여형,주계약,최초계약,21694,1년만기(갱신형)-최초계약,1,R,전기납,0세~60세,0세~60세,A_RENEWAL,UW16932
21710,(무)기본형 실손의료비보험(급여 실손의료비)(갱신형) 상해급여형,주계약,최초계약,21694,1년만기(갱신형)-최초계약,1,R,일시납,0세~60세,0세~60세,A_RENEWAL,UW16932
21710,(무)기본형 실손의료비보험(급여 실손의료비)(갱신형) 상해급여형,주계약,최초계약,21694,1년만기(갱신형)-최초계약,1,R,전기납,0세~60세,0세~60세,A_RENEWAL,UW16932
79569,(무)실손의료비특약(비급여 실손의료비)(갱신형) 질병비급여형,선택특약,최초계약,21694,1년만기(갱신형)-최초계약,1,R,일시납,0세~60세,0세~60세,A_RENEWAL,UW16932
79569,(무)실손의료비특약(비급여 실손의료비)(갱신형) 질병비급여형,선택특약,최초계약,21694,1년만기(갱신형)-최초계약,1,R,전기납,0세~60세,0세~60세,A_RENEWAL,UW16932
79575,(무)실손의료비특약(비급여 실손의료비)(갱신형) 상해비급여형,선택특약,최초계약,21694,1년만기(갱신형)-최초계약,1,R,일시납,0세~60세,0세~60세,A_RENEWAL,UW16932
79575,(무)실손의료비특약(비급여 실손의료비)(갱신형) 상해비급여형,선택특약,최초계약,21694,1년만기(갱신형)-최초계약,1,R,전기납,0세~60세,0세~60세,A_RENEWAL,UW16932
79581,(무)실손의료비특약(비급여 실손의료비)(갱신형) 3대비급여형,선택특약,최초계약,21694,1년만기(갱신형)-최초계약,1,R,일시납,0세~60세,0세~60세,A_RENEWAL,UW16932
79581,(무)실손의료비특약(비급여 실손의료비)(갱신형) 3대비급여형,선택특약,최초계약,21694,1년만기(갱신형)-최초계약,1,R,전기납,0세~60세,0세~60세,A_RENEWAL,UW16932
