CODE,PRODUCT_NAME,PRODUCT_GROUP,TYPE_LABEL,MAIN_CODE,PERIOD_LABEL,PERIOD_VALUE,PERIOD_KIND,PAY_TERM,ENTRY_AGE_M,ENTRY_AGE_F,CLASS_TAG,SRC_FILE
21939,기본형 주계약 (무)흥국생명다사랑3.10.5간편건강보험,주계약,최초계약,21939,10년만기(갱신형),10,R,전기납,만15세 ~ 80세,만15세 ~ 80세,MAIN,UW21815
21863,기본형 주계약 (무)흥국생명다사랑3.10.5간편건강보험,주계약,최초계약,21863,10년만기(갱신형),10,R,전기납,만15세 ~ 80세,만15세 ~ 80세,MAIN,UW21815
21865,면제형 (무)간편한(3.10.5)3대질병납입면제특약S -,선택특약,최초계약,21863,10년만기(갱신형),10,R,전기납,만15세 ~ 80세,만15세 ~ 80세,A_OPTION,UW21815
21865,18대납입 주계약 (무)흥국생명다사랑3.10.5간편건강보험(18대납입면제형),주계약,최초계약,21865,10년만기(갱신형),10,R,전기납,만15세 ~ 80세,만15세 ~ 80세,MAIN,UW21815
85921,면제형 (무)간편한(3.10.5)18대보장납입면제특약S -,선택특약,최초계약,21863,10년만기(갱신형),10,R,전기납,만15세 ~ 80세,만15세 ~ 80세,A_OPTION,UW21815
85921,(무)간편한(3.10.5)사망보장특약S,선택특약,최초계약,21939,10년만기(갱신형),10,R,전기납,만15세 ~ 80세,만15세 ~ 80세,A_OPTION,UW21815
85923,(무)간편한(3.10.5)사망보장특약S,선택특약,최초계약,21863,10년만기(갱신형),10,R,전기납,만15세 ~ 80세,만15세 ~ 80세,A_OPTION,UW21815
85923,(사망 및 장해 (무)간편한(3.10.5)재해사망특약S,선택특약,최초계약,21939,10년만기(갱신형),10,R,전기납,만15세 ~ 80세,만15세 ~ 80세,A_OPTION,UW21815
85925,(사망 및 장해 (무)간편한(3.10.5)재해사망특약S,선택특약,최초계약,21863,10년만기(갱신형),10,R,전기납,만15세 ~ 80세,만15세 ~ 80세,A_OPTION,UW21815
85925,관련) (무)간편한(3.10.5)질병후유장해보장특약S,선택특약,최초계약,21939,10년만기(갱신형),10,R,전기납,만15세 ~ 80세,만15세 ~ 80세,A_OPTION,UW21815
85927,관련) (무)간편한(3.10.5)질병후유장해보장특약S,선택특약,최초계약,21863,10년만기(갱신형),10,R,전기납,만15세 ~ 80세,만15세 ~ 80세,A_OPTION,UW21815
85927,(무)간편한(3.10.5)암진단특약S,선택특약,최초계약,21939,10년만기(갱신형),10,R,전기납,만15세 ~ 80세,만15세 ~ 80세,A_OPTION,UW21815
85929,(무)간편한(3.10.5)암진단특약S,선택특약,최초계약,21863,10년만기(갱신형),10,R,전기납,만15세 ~ 80세,만15세 ~ 80세,A_OPTION,UW21815
85929,(무)간편한(3.10.5)소액암보장특약S,선택특약,최초계약,21939,10년만기(갱신형),10,R,전기납,만15세 ~ 80세,만15세 ~ 80세,A_OPTION,UW21815
85931,(무)간편한(3.10.5)소액암보장특약S,선택특약,최초계약,21863,10년만기(갱신형),10,R,전기납,만15세 ~ 80세,만15세 ~ 80세,A_OPTION,UW21815
85931,(무)간편한(3.10.5)매년계속받는암진단특약S,선택특약,최초계약,21939,10년만기(갱신형),10,R,전기납,만15세 ~ 80세,만15세 ~ 80세,A_OPTION,UW21815
85933,(무)간편한(3.10.5)매년계속받는암진단특약S,선택특약,최초계약,21863,10년만기(갱신형),10,R,전기납,만15세 ~ 80세,만15세 ~ 80세,A_OPTION,UW21815
85933,(무)간편한(3.10.5)원투쓰리암진단특약S,선택특약,최초계약,21939,10년만기(갱신형),10,R,전기납,만15세 ~ 80세,만15세 ~ 80세,A_OPTION,UW21815
85935,(무)간편한(3.10.5)원투쓰리암진단특약S,선택특약,최초계약,21863,10년만기(갱신형),10,R,전기납,만15세 ~ 80세,만15세 ~ 80세,A_OPTION,UW21815
85935,(무)간편한(3.10.5)고액암(특정5대암)보장특약S,선택특약,최초계약,21939,10년만기(갱신형),10,R,전기납,만15세 ~ 80세,만15세 ~ 80세,A_OPTION,UW21815
85937,(무)간편한(3.10.5)고액암(특정5대암)보장특약S,선택특약,최초계약,21863,10년만기(갱신형),10,R,전기납,만15세 ~ 80세,만15세 ~ 80세,A_OPTION,UW21815
85937,(무)간편한(3.10.5)전이암진단특약S,선택특약,최초계약,21939,10년만기(갱신형),10,R,전기납,만15세 ~ 80세,만15세 ~ 80세,A_OPTION,UW21815
83908,(무)간편한(3.10.5)전이암진단특약S,선택특약,최초계약,21863,10년만기(갱신형),10,R,전기납,만15세 ~ 80세,만15세 ~ 80세,A_OPTION,UW21815
83908,(무)간편한(3.10.5)전이암진단생활비특약S,선택특약,최초계약,21939,10년만기(갱신형),10,R,전기납,만15세 ~ 80세,만15세 ~ 80세,A_OPTION,UW21815
85941,(무)간편한(3.10.5)전이암진단생활비특약S,선택특약,최초계약,21863,10년만기(갱신형),10,R,전기납,만15세 ~ 80세,만15세 ~ 80세,A_OPTION,UW21815
